ORIGIN,TRANSLATE,TYPE,MODULE
Custom Color,Color personalizado,module,Mageplaza_SocialLogin
Custom CSS,CSS personalizado,module,Mageplaza_SocialLogin
Customer Create Page,Página Crear Cliente,module,Mageplaza_SocialLogin
Customer Login Page,Página de acceso al cliente,module,Mageplaza_SocialLogin
Dark Blue,Azul oscuro,module,Mageplaza_SocialLogin
Data error. Please try again.,Error de datos. Vuelve a intentarlo.,module,Mageplaza_SocialLogin
Default,Defecto,module,Mageplaza_SocialLogin
Email,Email,module,Mageplaza_SocialLogin
"Email is Null, Please enter email in your %1 profile","El correo electrónico es Null, por favor, introduzca el correo electrónico en su perfil %1",module,Mageplaza_SocialLogin
Enable,Habilitar,module,Mageplaza_SocialLogin
Facebook,Facebook,module,Mageplaza_SocialLogin
Facebook App Id,ID de la aplicación de Facebook,module,Mageplaza_SocialLogin
Facebook App Secret,Secreto de la aplicación de Facebook,module,Mageplaza_SocialLogin
Forgot Password,Se te olvidó tu contraseña,module,Mageplaza_SocialLogin
Forgot Your Password?,¿Olvidaste tu contraseña?,module,Mageplaza_SocialLogin
Foursquare,Firme,module,Mageplaza_SocialLogin
General,General,module,Mageplaza_SocialLogin
Github,Github,module,Mageplaza_SocialLogin
Go back,Regresa,module,Mageplaza_SocialLogin
Google,Google,module,Mageplaza_SocialLogin
Green,Verde,module,Mageplaza_SocialLogin
Horizontal move,Movimiento horizontal,module,Mageplaza_SocialLogin
Id Client,Cliente de Id,module,Mageplaza_SocialLogin
If there is an account associated with %1 you will receive an email with a link to reset your password.,"Si hay una cuenta asociada con %1, recibirá un correo electrónico con un enlace para restablecer su contraseña.",module,Mageplaza_SocialLogin
Incorrect CAPTCHA.,CAPTCHA incorrecto.,module,Mageplaza_SocialLogin
Instagram,Instagram,module,Mageplaza_SocialLogin
LinkedIn,LinkedIn,module,Mageplaza_SocialLogin
Login,Iniciar sesión,module,Mageplaza_SocialLogin
Login By %1,Iniciar sesión por %1,module,Mageplaza_SocialLogin
Move from top,Mover desde arriba,module,Mageplaza_SocialLogin
New User,Nuevo usuario,module,Mageplaza_SocialLogin
Newspaper,Periódico,module,Mageplaza_SocialLogin
"Ooophs, we got an error: %1","Ooophs, tenemos un error: %1",module,Mageplaza_SocialLogin
Or Sign In With,O Inicia sesión con,module,Mageplaza_SocialLogin
Orange,naranja,module,Mageplaza_SocialLogin
Password,Contraseña,module,Mageplaza_SocialLogin
Phone Number,Teléfono fijo,module,Mageplaza_SocialLogin
Pink,Rosado,module,Mageplaza_SocialLogin
Please correct the email address.,Corrija la dirección de correo electrónico.,module,Mageplaza_SocialLogin
Please enter your email address below to receive a password reset link.,Introduzca su dirección de correo electrónico a continuación para recibir un enlace de restablecimiento de contraseña.,module,Mageplaza_SocialLogin
Please make sure your passwords match.,"Por favor, asegúrese de que sus contraseñas coinciden.",module,Mageplaza_SocialLogin
"Please select a region, state or province.","Seleccione una región, estado o provincia.",module,Mageplaza_SocialLogin
Popup Effect,Efecto emergente,module,Mageplaza_SocialLogin
Red,rojo,module,Mageplaza_SocialLogin
REDIRECT URIS,REDIRECT URIS,module,Mageplaza_SocialLogin
Registered Customers,Clientes Registrados,module,Mageplaza_SocialLogin
Secret Client,Cliente secreto,module,Mageplaza_SocialLogin
Secure Key,Clave segura,module,Mageplaza_SocialLogin
Send Password To Customer,Enviar contraseña al cliente,module,Mageplaza_SocialLogin
Show Social Login Buttons on,Mostrar botones de inicio de sesión social en,module,Mageplaza_SocialLogin
Sign In,Iniciar Sesión ,module,Mageplaza_SocialLogin
Sign in with %1,Iniciar sesión con %1,module,Mageplaza_SocialLogin
Sign Up for Newsletter,Suscríbete al boletín,module,Mageplaza_SocialLogin
Social Login,Acceso Social,module,Mageplaza_SocialLogin
Social Popup Login,Social Popup Inicio de sesión,module,Mageplaza_SocialLogin
State/Province,Estado / Provincia,module,Mageplaza_SocialLogin
Street Address,Dirección,module,Mageplaza_SocialLogin
Street Address %1,Dirección Calle 1,module,Mageplaza_SocialLogin
Style Management,Gestión del estilo,module,Mageplaza_SocialLogin
Submit,Enviar,module,Mageplaza_SocialLogin
"There is already an account with this email address. If you are sure that it is your email address, <a href=""%1"">click here</a> to get your password and access your account.","Ya hay una cuenta con esta dirección de correo electrónico. Si está seguro de que es su dirección de correo electrónico, <a href=""%1""> haga clic aquí </a> para obtener su contraseña y acceder a su cuenta.",module,Mageplaza_SocialLogin
Twitter,Twitter,module,Mageplaza_SocialLogin
Use Popup Login,Utilizar el inicio de sesión emergente,module,Mageplaza_SocialLogin
Valid OAuth redirect URIs,URIs de redireccionamiento de OAuth válidos,module,Mageplaza_SocialLogin
Violet,Violeta,module,Mageplaza_SocialLogin
Vkontakte,Vkontakte,module,Mageplaza_SocialLogin
We can't save the customer.,No podemos guardar al cliente.,module,Mageplaza_SocialLogin
We're unable to send the password reset email.,No podemos enviar el correo electrónico de restablecimiento de contraseña.,module,Mageplaza_SocialLogin
Yahoo,Yahoo,module,Mageplaza_SocialLogin
"You must confirm your account. Please check your email for the confirmation link or <a href=""%1"">click here</a> for a new link.","Debe confirmar su cuenta. Consulta tu correo electrónico para obtener el enlace de confirmación o <a href=""%1""> haz clic aquí </a> para obtener un nuevo enlace.",module,Mageplaza_SocialLogin
Zip/Postal Code,Código postal,module,Mageplaza_SocialLogin
Zoom,Enfocar,module,Mageplaza_SocialLogin
Zoom-out,Disminuir el zoom,module,Mageplaza_SocialLogin
 , ,module,Magestore_InventorySuccess
 to modify and try to import them again.,para modificar e intentar importarlos de nuevo.,module,Magestore_InventorySuccess
 unread), no leído),module,Magestore_InventorySuccess
-- Select a warehouse --,- Seleccione un almacén -,module,Magestore_InventorySuccess
...,...,module,Magestore_InventorySuccess
[Product ID: %1] Cannot add this product to the warehouse,[Product ID: %1] No se puede agregar este producto al almacén,module,Magestore_InventorySuccess
%1 product(s) has been deleted fail,%1 producto (s) ha sido eliminado ,module,Magestore_InventorySuccess
%1 product(s) has been deleted from warehouse,%1 producto (s) ha sido borrado de almacén,module,Magestore_InventorySuccess
<?php echo $this->getTitle()?>,<?Php echo $ this->getTitle()?>,module,Magestore_InventorySuccess
<br />,<br />,module,Magestore_InventorySuccess
A new adjustment has been created.,Se ha creado un nuevo ajuste.,module,Magestore_InventorySuccess
Action,Acción,module,Magestore_InventorySuccess
Actions,Acciónes,module,Magestore_InventorySuccess
Active,Activo,module,Magestore_InventorySuccess
Add a New Adjustment,Agregar un nuevo ajuste,module,Magestore_InventorySuccess
Add a New Request Stock,Agregar una nueva solicitud de inventario,module,Magestore_InventorySuccess
Add a New Send Stock,Agregar un Nuevo Envío de Inventario,module,Magestore_InventorySuccess
Add a New Stocktaking,Agregar un nuevo inventario,module,Magestore_InventorySuccess
Add a New Warehouse,Agregar un nuevo almacén,module,Magestore_InventorySuccess
Add Delivery,Agregar entrega,module,Magestore_InventorySuccess
Add New Adjustment,Agregar nuevo ajuste,module,Magestore_InventorySuccess
Add New Stocktaking,Agregar nuevo inventario,module,Magestore_InventorySuccess
Add None Warehouse Product,Agregar Ninguno Producto de Almacén,module,Magestore_InventorySuccess
Add Package,Agregar paquete,module,Magestore_InventorySuccess
Add Product to Warehouse Successfully!,¡Agregadoel producto al almacén con éxito!,module,Magestore_InventorySuccess
Add Products to Package,Agregar productos al paquete,module,Magestore_InventorySuccess
Add Selected Product(s) to Package,Agregar producto (s) seleccionado (s) al paquete,module,Magestore_InventorySuccess
Add Selected Products,Agregar productos seleccionados,module,Magestore_InventorySuccess
Add Warehouse,Agregar Almacén,module,Magestore_InventorySuccess
Adjust,Ajustar,module,Magestore_InventorySuccess
Adjust Qty,Ajustar cantidad,module,Magestore_InventorySuccess
Adjust Stock,Detalles de integración,module,Magestore_InventorySuccess
Adjust stock from stocktaking %1,Ajustar las exsistencias del inventario %1,module,Magestore_InventorySuccess
Adjust Stock History,Ajustar historial de inventario,module,Magestore_InventorySuccess
Adjusted By,Ajustado por,module,Magestore_InventorySuccess
Adjusted Qty,Cantidad ajustada,module,Magestore_InventorySuccess
Adjustment Code,Código de ajuste,module,Magestore_InventorySuccess
Adjustment code was existed.,El código de ajuste existía.,module,Magestore_InventorySuccess
All Warehouses,Todos los Almacenes,module,Magestore_InventorySuccess
Allowed Errors Count,Recuento de errores permitidos,module,Magestore_InventorySuccess
Append Comments,Anexar comentarios,module,Magestore_InventorySuccess
April,abril,module,Magestore_InventorySuccess
Are you sure to adjust stock?,¿Está seguro de ajustar el inventario?,module,Magestore_InventorySuccess
Are you sure to complete stocktaking?,¿Está seguro de completar el inventario?,module,Magestore_InventorySuccess
Are you sure to delete these products,¿Está seguro de eliminar estos productos?,module,Magestore_InventorySuccess
Assigned,Asignado,module,Magestore_InventorySuccess
August,agosto,module,Magestore_InventorySuccess
Availability Date,Fecha disponible,module,Magestore_InventorySuccess
Availability Days,Disponibilidad en Días,module,Magestore_InventorySuccess
Availability Qty,Disponibilidad Cantidad,module,Magestore_InventorySuccess
Available Qty,Cantidad disponible,module,Magestore_InventorySuccess
Back,Atras,module,Magestore_InventorySuccess
Both of Warehouse and Global,Tanto de Warehouse como Global,module,Magestore_InventorySuccess
Callback URL,URL de devolución de llamada,module,Magestore_InventorySuccess
Can not delete this warehouse because it still contains some products,No se puede eliminar este almacén porque todavía contiene algunos productos,module,Magestore_InventorySuccess
Can\'t remove this product with qty more than 0 from a Warehouse.,No se puede quitar este producto con cantidad mayor a 0 de un almacén.,module,Magestore_InventorySuccess
Cancel,Cancelar,module,Magestore_InventorySuccess
Canceled,Cancelado,module,Magestore_InventorySuccess
Change Qty,Cambiar cantidad,module,Magestore_InventorySuccess
City,Ciudad,module,Magestore_InventorySuccess
Close,Cerrar,module,Magestore_InventorySuccess
cm,cm,module,Magestore_InventorySuccess
Comment Text,Texto del comentario,module,Magestore_InventorySuccess
Complete,Completado,module,Magestore_InventorySuccess
Complete Data Entry,Completar la entrada de datos,module,Magestore_InventorySuccess
Complete Stocktake,Auditoría de Inventario Completado,module,Magestore_InventorySuccess
Completed,Terminado,module,Magestore_InventorySuccess
Conditions,Condiciones,module,Magestore_InventorySuccess
Conditions (don\'t add conditions if rule is applied to all products),Condiciones (no agregue condiciones si la regla se aplica a todos los productos),module,Magestore_InventorySuccess
Confirm Stock Adjusment,Confirmar ajuste de existencias,module,Magestore_InventorySuccess
Confirm Stocktaking,Confirmar inventario,module,Magestore_InventorySuccess
Confirmed By,Confirmado por,module,Magestore_InventorySuccess
Contents,Contenido,module,Magestore_InventorySuccess
Counted Qty,Cantidad contada,module,Magestore_InventorySuccess
Country,País,module,Magestore_InventorySuccess
Create a new Location,Crear una nueva ubicación,module,Magestore_InventorySuccess
Create a new Stock Adjusment,Crear un nuevo ajuste de inventario,module,Magestore_InventorySuccess
Create a new Warehouse,Crear un nuevo almacén,module,Magestore_InventorySuccess
Create Adjust Stock,Crear ajuste de existencias,module,Magestore_InventorySuccess
Create delivery successfully!,Crear entrega con éxito!,module,Magestore_InventorySuccess
Create External Transfer Stock,Crear transferencia de existencias externa,module,Magestore_InventorySuccess
Create Notification Rule,Crear regla de notificación,module,Magestore_InventorySuccess
Create Packages,Crear paquetes,module,Magestore_InventorySuccess
Create receiving successfully!,¡Se creó la recepción con éxito! ,module,Magestore_InventorySuccess
Create Request Stock,Crear Solicitud de Existencias,module,Magestore_InventorySuccess
Create Send Stock,Crear Envío de Existencias,module,Magestore_InventorySuccess
Create Shipping Label,Crear una etiqueta de envío,module,Magestore_InventorySuccess
Create Stocktaking,Crear inventario,module,Magestore_InventorySuccess
Create Warehouse,Crear almacén,module,Magestore_InventorySuccess
Created a receiving successfully!,Creó una recepción con éxito!,module,Magestore_InventorySuccess
Created At,Creado en,module,Magestore_InventorySuccess
Created By,Creado por,module,Magestore_InventorySuccess
Credit Memo Comments,Comentarios de la nota de crédito,module,Magestore_InventorySuccess
CSV,CSV,module,Magestore_InventorySuccess
Current Qty,Cantidad actual,module,Magestore_InventorySuccess
Current User Identity Verification,Verificación de identidad del usuario actual,module,Magestore_InventorySuccess
Custom Range,Rango personalizado,module,Magestore_InventorySuccess
Customs Value,Valor en aduana,module,Magestore_InventorySuccess
Daily,Diariamente,module,Magestore_InventorySuccess
December,diciembre,module,Magestore_InventorySuccess
Delete Package,Eliminar paquete,module,Magestore_InventorySuccess
Delete Product,Eliminar producto,module,Magestore_InventorySuccess
Delete Products,Eliminar productos,module,Magestore_InventorySuccess
Delete Rule,Eliminar la regla,module,Magestore_InventorySuccess
Delete Selected Products,Eliminar productos seleccionados,module,Magestore_InventorySuccess
Delete Warehouse,Eliminar almacén,module,Magestore_InventorySuccess
Deliver qty must be less than available qty!,¡la cantidad de entrega debe ser menos que la cant. disponible!,module,Magestore_InventorySuccess
Description,Descripción,module,Magestore_InventorySuccess
Destination Warehouse,Almacén de destino,module,Magestore_InventorySuccess
Direct Adjust from Product edit,Ajuste directo de la edición del producto,module,Magestore_InventorySuccess
Direct Transfer,Transferencia directa,module,Magestore_InventorySuccess
Disabled,Deshabilitado,module,Magestore_InventorySuccess
"Disabled warehouse can not be used to order, shipment or refund","El almacén deshabilitado no puede utilizarse para ordenar, enviar o reembolsar",module,Magestore_InventorySuccess
"Disabled warehouse can not be used to order, shipment or refund. Are you sure to mark this warehouse as disable?","El almacén deshabilitado no puede utilizarse para ordenar, enviar o reembolsar. ¿Está seguro de marcar este almacén como deshabilitado? ",module,Magestore_InventorySuccess
Discount Amount,Importe de descuento,module,Magestore_InventorySuccess
Do not return items to stock in Creditmemo #%1,No devuelva artículos a la acción en Creditmemo #%1,module,Magestore_InventorySuccess
Don't associate to Location,No asociar a la ubicación,module,Magestore_InventorySuccess
Don't link to any Warehouses,No enlazar con ningún almacén,module,Magestore_InventorySuccess
Download,Descargar,module,Magestore_InventorySuccess
Download Shortfall List,Descargar la Lista de Ausencias,module,Magestore_InventorySuccess
Download Summary,Descargar Resumen,module,Magestore_InventorySuccess
Duplicate Rule,Regla duplicada,module,Magestore_InventorySuccess
Edit,Editar ,module,Magestore_InventorySuccess
Edit Adjustment,Editar ajuste,module,Magestore_InventorySuccess
"Edit Adjustment ""%1","Editar ajuste ""%1",module,Magestore_InventorySuccess
Edit Product,Editar producto,module,Magestore_InventorySuccess
Edit Rule,Editar regla,module,Magestore_InventorySuccess
Edit Stocktaking,Editar inventario,module,Magestore_InventorySuccess
"Edit Stocktaking ""%1","Editar inventario ""%1",module,Magestore_InventorySuccess
Edit Warehouse,Editar almacén,module,Magestore_InventorySuccess
Email,Email,module,Magestore_InventorySuccess
Email Copy of Credit Memo,Copia de correo electrónico de la nota de crédito,module,Magestore_InventorySuccess
Email Copy of Shipment,Copia de correo electrónico del envío,module,Magestore_InventorySuccess
Enabled,Habilitado,module,Magestore_InventorySuccess
Entity Type,Tipo de entrada,module,Magestore_InventorySuccess
Excel XML,Excel XML,module,Magestore_InventorySuccess
Explanation,Explicación,module,Magestore_InventorySuccess
Export Counted Products,Exportar productos contados,module,Magestore_InventorySuccess
Export Difference List,Lista de diferencias de exportación,module,Magestore_InventorySuccess
Export Products,Exportar Productos,module,Magestore_InventorySuccess
External Location,Ubicación externa,module,Magestore_InventorySuccess
External Transfer Stock,transferencia de existencias externa,module,Magestore_InventorySuccess
External Transfer Stock - Add Product,transferencia de existencias externa - Agregar producto,module,Magestore_InventorySuccess
External Transfer Stock - Edit General,transferencia de existencias externa - Editar General,module,Magestore_InventorySuccess
February,febrero,module,Magestore_InventorySuccess
Field separator,Separador de campo,module,Magestore_InventorySuccess
File Directory,Directorio de archivos,module,Magestore_InventorySuccess
File to Import,Archivo para importar,module,Magestore_InventorySuccess
Forecast Supply Needs To,Previsión de necesidades de suministro,module,Magestore_InventorySuccess
From,De,module,Magestore_InventorySuccess
From date,Partir de la fecha,module,Magestore_InventorySuccess
Future time point to calculate supply needs,Tiempo futuro para calcular las necesidades de suministro,module,Magestore_InventorySuccess
General,General,module,Magestore_InventorySuccess
General Information,Información general,module,Magestore_InventorySuccess
Generated at,Generado en,module,Magestore_InventorySuccess
Get Adjust Stock Info,Obtener información de ajuste de existencias,module,Magestore_InventorySuccess
Get Stock Info,Obtener información,module,Magestore_InventorySuccess
Get Warehouse Info,Obtenga información de almacén,module,Magestore_InventorySuccess
Girth,Circunferencia,module,Magestore_InventorySuccess
Global,Global,module,Magestore_InventorySuccess
Have %1 rule(s) applied,tiene %1 regla (s) aplicada,module,Magestore_InventorySuccess
Height,Altura,module,Magestore_InventorySuccess
"Hello, ","Hola,",module,Magestore_InventorySuccess
High level low stock notifications,Notificaciones de  nivel de inventario alto,module,Magestore_InventorySuccess
History time range to get sale data,Intervalo de tiempo de historial para obtener datos de venta,module,Magestore_InventorySuccess
History time range to get sales data,Intervalo de tiempo de historial para obtener datos de ventas,module,Magestore_InventorySuccess
ID,ID,module,Magestore_InventorySuccess
Identity link URL,URL del enlace de identidad,module,Magestore_InventorySuccess
Import,Importar,module,Magestore_InventorySuccess
Import Behavior,Comportamiento de importación,module,Magestore_InventorySuccess
Import Products,Importar productos,module,Magestore_InventorySuccess
Import products by Barcode: ,Importación de productos por código de barras:,module,Magestore_InventorySuccess
Import products by SKU: ,Importar productos por SKU:,module,Magestore_InventorySuccess
Import products to create Delivery,Importar productos para crear Entrega,module,Magestore_InventorySuccess
Import products to create Receive,Importar productos para crear Recibir,module,Magestore_InventorySuccess
Import products to create receiving,Importar productos para crear ingreso,module,Magestore_InventorySuccess
Import products to create Send,Importar productos para crear Envío,module,Magestore_InventorySuccess
Import products to create Transfer,Importar productos para crear transferencia,module,Magestore_InventorySuccess
Import products to request stock,Importar productos para solicitar existencias,module,Magestore_InventorySuccess
Import Settings,Importar ajustes,module,Magestore_InventorySuccess
in,Pulgada,module,Magestore_InventorySuccess
Inactive,Inactivo,module,Magestore_InventorySuccess
Instruction,Instrucción,module,Magestore_InventorySuccess
Integration Details,Detalles de integración,module,Magestore_InventorySuccess
Integration Info,Información de integración,module,Magestore_InventorySuccess
Invalid data,Datos inválidos ,module,Magestore_InventorySuccess
Invalid file format.,Formato de archivo inválido.,module,Magestore_InventorySuccess
Invalid file upload attempt,Carga de archivo invalida,module,Magestore_InventorySuccess
Invalid file upload attempt.,Se ha producido un intento de subida de archivo no válido.,module,Magestore_InventorySuccess
Invalid value(s) for Qty to Ship,Valor (es) no válido en cant. Para Envíar,module,Magestore_InventorySuccess
Inventory,Inventario,module,Magestore_InventorySuccess
Inventory Management,La gestión del inventario,module,Magestore_InventorySuccess
Inventory Rest API,API de descanso de inventario,module,Magestore_InventorySuccess
Inventory Success,Inventario exitoso,module,Magestore_InventorySuccess
InventorySuccess,InventorySuccess,module,Magestore_InventorySuccess
Invoiced,Facturado,module,Magestore_InventorySuccess
Items Refunded,Artículos devueltos,module,Magestore_InventorySuccess
Items to Refund,Artículos a Reembolsar,module,Magestore_InventorySuccess
Items to Ship,Artículos a enviar,module,Magestore_InventorySuccess
January,enero,module,Magestore_InventorySuccess
July,julio,module,Magestore_InventorySuccess
June,junio,module,Magestore_InventorySuccess
kg,kg ,module,Magestore_InventorySuccess
lack %1 items,Ausente %1 artículos,module,Magestore_InventorySuccess
Last 3 months,Últimos 3 meses,module,Magestore_InventorySuccess
Last 30 days,Últimos 30 días,module,Magestore_InventorySuccess
Last 30 days Sales,Ventas de los últimos 30 días ,module,Magestore_InventorySuccess
Last 7 days,Los últimos 7 días,module,Magestore_InventorySuccess
lb,lb,module,Magestore_InventorySuccess
Length,Longitud,module,Magestore_InventorySuccess
localtion_1: Shelf location of this product in warehouse ID equal 1,Localtion_1: Ubicación de la estantería de este producto en el almacén ID igual 1,module,Magestore_InventorySuccess
localtion_2: Shelf location of this product in warehouse ID equal 2,Localtion_2: Ubicación de la estantería de este producto en el almacén ID igual 2 ,module,Magestore_InventorySuccess
Location,Ubicación,module,Magestore_InventorySuccess
Low Stock for warehouse %1: ,Existencias bajas para almacén %1:,module,Magestore_InventorySuccess
LOW STOCK NOTIFICATION,NOTIFICACIÓN DE BAJO INVENTARIO,module,Magestore_InventorySuccess
Low Stock Notification Rule,Regla de Notificación de bajas existencias,module,Magestore_InventorySuccess
Low Stock Notification Threshold Type,Tipo de límite de notificación de bajo inventario,module,Magestore_InventorySuccess
Low Stock Notifications,Notificaciones de existencias bajas,module,Magestore_InventorySuccess
Low Stock Rules,Reglas de inventario bajo,module,Magestore_InventorySuccess
Low Stock Threshold (days),límite de inventario bajo (días),module,Magestore_InventorySuccess
Low Stock Threshold Type,Tipo de Límite de Inventario Bajo,module,Magestore_InventorySuccess
Low Stocks for system,Existencias bajas para sistema,module,Magestore_InventorySuccess
Low Stocks for system: ,Existencias bajas para sistema:,module,Magestore_InventorySuccess
Low Stocks for warehouse %1,Existencias bajas para almacén %1,module,Magestore_InventorySuccess
Manage Adjust Stock,Gestionar ajuste de existencias,module,Magestore_InventorySuccess
Manage Adjustment,Administrar Ajustes  ,module,Magestore_InventorySuccess
Manage Low Stock Notification Rules,Administrar reglas de notificación de bajas existencias,module,Magestore_InventorySuccess
Manage Permissions,Administrar permisos,module,Magestore_InventorySuccess
Manage Stock,Gestionar Inventario,module,Magestore_InventorySuccess
Manage Stock Adjustments,Administrar ajustes de existencias,module,Magestore_InventorySuccess
Manage Stocktaking,Gestionar inventario,module,Magestore_InventorySuccess
Manage Transfer Stock,Administrar la  transferencia de existencias,module,Magestore_InventorySuccess
Manage Warehouses,Gestionar Almacenes,module,Magestore_InventorySuccess
Manager\'s Email,Correo electrónico del administrador,module,Magestore_InventorySuccess
Manager\'s Name,Nombre del Administrador,module,Magestore_InventorySuccess
Mapping Locations - Warehouses,Ubicaciones - Almacenes,module,Magestore_InventorySuccess
March,marzo,module,Magestore_InventorySuccess
Mark as Completed,Marcar como terminado,module,Magestore_InventorySuccess
Marked request stock #,Solicitud de existencias marcada #,module,Magestore_InventorySuccess
Marked send stock #,Marcado enviar stock #,module,Magestore_InventorySuccess
May,Mayo,module,Magestore_InventorySuccess
Missing file upload attempt.,Falta el intento de carga de archivos.,module,Magestore_InventorySuccess
Monthly,Mensual,module,Magestore_InventorySuccess
Multiple value separator,Separador de valores múltiples,module,Magestore_InventorySuccess
N/A Location,N/A Ubicación,module,Magestore_InventorySuccess
Name,Nombre,module,Magestore_InventorySuccess
New Low Stock Notification Rule,Nueva regla de notificación de baja existencia,module,Magestore_InventorySuccess
New Rule,Nueva regla,module,Magestore_InventorySuccess
New Stock Adjustment,Nuevo ajuste de existencias,module,Magestore_InventorySuccess
New Stocktaking,Nuevo inventario,module,Magestore_InventorySuccess
No,No,module,Magestore_InventorySuccess
No Items To Refund,No hay elementos a devolver,module,Magestore_InventorySuccess
No product selected!,¡Ningún producto seleccionado!,module,Magestore_InventorySuccess
No product to adjust stock.,No hay producto para ajustar el inventario.,module,Magestore_InventorySuccess
No product to create deliver!,¡No hay producto para crear envío!,module,Magestore_InventorySuccess
No product to create receive!,No hay producto para crear recibo!,module,Magestore_InventorySuccess
No product to receive!,¡Ningún producto a recibir!,module,Magestore_InventorySuccess
No product to request!,No hay producto a solicitar!,module,Magestore_InventorySuccess
No product to send!,No hay producto para enviar!,module,Magestore_InventorySuccess
No product to stocktake.,Ningún producto a almacenar.,module,Magestore_InventorySuccess
No product to transfer!,¡Ningún producto a transferir!,module,Magestore_InventorySuccess
Non-Warehouse Products,Productos sin Almacén,module,Magestore_InventorySuccess
None Warehouse Products,No hay Productos en almacén,module,Magestore_InventorySuccess
Normal level low stock notifications,Nivel normal notificaciones de existencias bajas,module,Magestore_InventorySuccess
Notifer Emails,Notificar correos electronicos,module,Magestore_InventorySuccess
Notification log,Registro de notificaciones,module,Magestore_InventorySuccess
Notification Scope,Alcance de notificación,module,Magestore_InventorySuccess
Notifications,Notificaciones,module,Magestore_InventorySuccess
Notifier email list,Lista de correo electrónico del notificador,module,Magestore_InventorySuccess
Notifier emails,Correo electrónico del notificador,module,Magestore_InventorySuccess
November,noviembre,module,Magestore_InventorySuccess
Now you can edit product list for this request again!,Ahora puede editar la lista de productos para esta solicitud de nuevo!,module,Magestore_InventorySuccess
October,octubre,module,Magestore_InventorySuccess
Old Qty,Cantidad antigua,module,Magestore_InventorySuccess
Operator not allowed!,Operador no permitido!,module,Magestore_InventorySuccess
Order Success,Orden Exitosa,module,Magestore_InventorySuccess
Order Total,Total del Pedido,module,Magestore_InventorySuccess
Ordered,Ordenado,module,Magestore_InventorySuccess
Orders,Pedidos,module,Magestore_InventorySuccess
OS Low Stock Notifications for System,OS Notificaciones de bajo inventario para el sistema,module,Magestore_InventorySuccess
OS Low Stock Notifications for Warehouse: %1,OS Notificaciones de inventario bajo para almacén: %1,module,Magestore_InventorySuccess
Package,Paquete,module,Magestore_InventorySuccess
Participants,Participantes,module,Magestore_InventorySuccess
Pending,Pendiente,module,Magestore_InventorySuccess
Physical Stock-taking,Inventario Fisico,module,Magestore_InventorySuccess
Please choose  a CSV file to import:,Elija un archivo CSV para importar:,module,Magestore_InventorySuccess
Please choose a CSV file to import product sent-received. You can download this sample CSV file,Elija un archivo CSV para importar el producto enviado-recibido. Puede descargar este archivo CSV de ejemplo,module,Magestore_InventorySuccess
Please choose a CSV file to import products delivered. You can download this sample CSV file,Elija un archivo CSV para importar productos entregados. Puede descargar este archivo CSV de ejemplo,module,Magestore_InventorySuccess
Please choose a CSV file to import products received. You can download this sample CSV file,Elija un archivo CSV para importar los productos recibidos. Puede descargar este archivo CSV de ejemplo,module,Magestore_InventorySuccess
Please choose a CSV file to import products sent. You can download this sample CSV file,Elija un archivo CSV para importar los productos enviados. Puede descargar este archivo CSV de ejemplo,module,Magestore_InventorySuccess
Please choose a CSV file to import products transfered-external. You can download this sample CSV file,Elija un archivo CSV para importar productos transferidos-externos. Puede descargar este archivo CSV de ejemplo,module,Magestore_InventorySuccess
Please choose a CSV file to import products. You can download this sample CSV file,Elija un archivo CSV para importar productos. Puede descargar este archivo CSV de ejemplo,module,Magestore_InventorySuccess
Please correct the data sent.,Corrija los datos enviados.,module,Magestore_InventorySuccess
Please select a warehouse to view stock,Seleccione un almacén para ver el existencias,module,Magestore_InventorySuccess
Please select products to add.,Seleccione los productos que desea agregar.,module,Magestore_InventorySuccess
Please select products to delete.,Seleccione los productos que desea eliminar.,module,Magestore_InventorySuccess
Please select Warehouse to create shipment package,Seleccione Almacén para crear el paquete de envío,module,Magestore_InventorySuccess
POS Location,Ubicación de POS,module,Magestore_InventorySuccess
Prediction,Predicción,module,Magestore_InventorySuccess
Prepare Product List,Preparar lista de productos,module,Magestore_InventorySuccess
Prepare Products,Preparar productos,module,Magestore_InventorySuccess
Price,Precio,module,Magestore_InventorySuccess
Primary Warehouse,Almacén Principal,module,Magestore_InventorySuccess
Priority,Prioridad,module,Magestore_InventorySuccess
Processing,Procesando,module,Magestore_InventorySuccess
Product,Producto,module,Magestore_InventorySuccess
Product in Warehouses,Producto en Almacenes,module,Magestore_InventorySuccess
Product Name,Nombre del producto,module,Magestore_InventorySuccess
Products Ordered & Qty Ordered,Productos pedidos y cantidad ordenados,module,Magestore_InventorySuccess
Qty,Cantidad,module,Magestore_InventorySuccess
Qty Delivered,Cantidad entregada,module,Magestore_InventorySuccess
Qty in Warehouse,Cantidad en almacén,module,Magestore_InventorySuccess
Qty in Warehouse(s),Cantidad en almacén(s),module,Magestore_InventorySuccess
Qty must be non-negative,La cantidad debe ser no negativa,module,Magestore_InventorySuccess
Qty pending Ship,Cantidad pendiente de envío,module,Magestore_InventorySuccess
Qty Received,Cantidad recibida,module,Magestore_InventorySuccess
Qty Requested,Cantidad solicitada,module,Magestore_InventorySuccess
Qty Sent,Cantidad enviada,module,Magestore_InventorySuccess
Qty Shipped,Cantidad enviada,module,Magestore_InventorySuccess
Qty to Refund,Cantidad a reembolsar,module,Magestore_InventorySuccess
